split,instance_id,sub_string
train,pandas-dev__pandas-39505,"CI speed-up @github-actions pre-commit by only running it on changed files
From #38858 it seems the "
train,pandas-dev__pandas-39507,"BUG: Stack creates duplicate column
```
import numpy as np
import pandas as pd

df = pd.DataFram"
train,pandas-dev__pandas-39516,"ENH: to_xml, read_xml
I'm sure this has been asked before but I can't find it. Why doesn't pandas ha"
train,pandas-dev__pandas-39538,"CI upgrade pyupgrade
Issue here is:

1. in `.pre-commit-config.yaml`, change the `ref` of `pyupgra"
train,pandas-dev__pandas-39544,"CI: green builds
so the confluence of some pyarrow pinning and release of numpy 1.20 are causing pai"
train,pandas-dev__pandas-39547,"BUG: ExcelWriter.book --> no member ->Slow Execution Time<-
- [*] I have checked that this issue has"
train,pandas-dev__pandas-39564,"ENH: Styler accepts css-strings input args as well as list of (attr,value) pairs
#### Is your featur"
train,pandas-dev__pandas-39586,"BUG: read_excel with Workbook and engine=""openpyxl"" raises ValueError
- [x] I have checked that this"
train,pandas-dev__pandas-3959,"Building latest master fails in Anaconda Python 3.3 environment on RedHat 
Checked out a2a7a5f85dd25"
train,pandas-dev__pandas-39592,"BUG: Hash-function doesn't take upper bits into consideration for PyObjects
- [x] I have checked tha"
train,pandas-dev__pandas-39604,"BUG: Rolling.count modifies 'min_periods' inplace since 1.2.0
- [x] I have checked that this issue h"
train,pandas-dev__pandas-39605,"BUG: ExcelWriter with mode='a' corrupts file
- [x] I have checked that this issue has not already be"
train,pandas-dev__pandas-3961,"Create sphinx extension to handle github issue/changeset links
Add a sphinx extension, such that it "
train,pandas-dev__pandas-39615,"BUG: astype from categorical to np.int32 conversion returns np.int64 in pandas 1.2.0 and 1.2.0
- [x "
train,pandas-dev__pandas-39623,"QST: Why is indexing with a reversed list possible but not assigning a new value?
- [ x] I have sear"
train,pandas-dev__pandas-39624,"TST: Disallow pytest.xfail
pytest.xfail will immediately stop a test, not checking if it would have "
train,pandas-dev__pandas-39627,"BUG: Styler HTML is unstructured
- [x] I have checked that this issue has not already been reported."
train,pandas-dev__pandas-39638,"transform behaves differently with 'ffill' on DataFrameGroupBy and SeriesGroupBy
#### Code Sample
"
train,pandas-dev__pandas-39639,"BUG: ValueError on "".transform"" method applied to an empty DataFrame
- [X] I have checked that this "
train,pandas-dev__pandas-39644,"BUG: 'infer_freq' does not work with tz != ""UTC""
The issue has been reported in #8772 which has been"
train,pandas-dev__pandas-39655,"REGR: Assertion error in 1.2.1 but not 1.0.5 with groupby, resample, min
- [X] I have checked that t"
train,pandas-dev__pandas-39666,"CI: remove the current coverage build, run coverage on multiple builds instead
Currently, we upload "
train,pandas-dev__pandas-39702,"DEP: Bump minimum version of openpyxl to 3.0.0
PR #39486 fixed an issue with openpyxl but only works"
train,pandas-dev__pandas-39707,"DOC: Adding links to the cheat sheets
#### Location of the documentation

Cheat Sheets

#### Doc"
train,pandas-dev__pandas-39715,"DOC: Group optional dependencies by relevant topic
#### Location of the documentation

URL: https:"
train,pandas-dev__pandas-3972,"Bad grammar in exception message: ""If use all scalar values, must pass index""
I found this little ge"
train,pandas-dev__pandas-39720,"DOC: Styling guide lacks links to the referenced objects
#### Location of the documentation

https"
train,pandas-dev__pandas-39726,"BUG: SAS datetime column with null values cannot be parsed.
- [x] I have checked that this issue has"
train,pandas-dev__pandas-39737,"BUG: Timedelta input string with only symbols and no digits failed to raise an error
- [x] I have ch"
train,pandas-dev__pandas-3974,"Assign a default value for display max_seq_items
Perhaps I've opened a dupe issue in the past, can't"
train,pandas-dev__pandas-39747,"DOC: Remove mention that on with MultiIndex is supported with Rolling Groupby
- [.] I have checked t"
train,pandas-dev__pandas-39751,"BUG: pandas.Series.round not yet implemented for FloatingArray
- [X ] I have checked that this issue"
train,pandas-dev__pandas-39759,"BUG: casting dt64 in DataFrame.reindex
```
import numpy as np
import pandas as pd

mi = pd.Multi"
train,pandas-dev__pandas-39765,BUG: Resulting index from groupby.apply is different depending on whether a RollingGroupby object is
train,pandas-dev__pandas-39766,"BUG: pd.show_versions: json.decoder.JSONDecodeError
- [x] I have checked that this issue has not alr"
train,pandas-dev__pandas-39777,"ENH: Add encoding errors option in pandas.read_csv
#### Related to problem:

```python
df.to_csv("
train,pandas-dev__pandas-3978,"read_csv with iterator=True does not seem to work as expected without chunksize
Hi there,

I tested:"
train,pandas-dev__pandas-39796,"DEPR: Remove xlrd as being the default reader for xlsx
Currently the default reader for xlsx is open"
train,pandas-dev__pandas-39800,"BUG: DataFrame.to_excel() now raises if column parameter contains duplicates
- [x] I have checked th"
train,pandas-dev__pandas-39806,"QST: Publish my personal modification of the official pandas cheat sheet
Hi all,

I found that the"
train,pandas-dev__pandas-39807,"BUG: `Style` index name row does not label column class
- [x] I have checked that this issue has not"
train,pandas-dev__pandas-3985,"yahoo test error connection reset
we really need to fix this...

https://travis-ci.org/cpcloud/panda"
train,pandas-dev__pandas-39868,"CI: 3.8 numpy_dev build failing recently
https://dev.azure.com/pandas-dev/pandas/_build/results?buil"
train,pandas-dev__pandas-39869,"DOC: fixup link for lookup example
#### Location of the documentation

https://pandas.pydata.org/p"
train,pandas-dev__pandas-3998,"Problem with Series.clip with Timestamp threshold
```
>>> import pandas as pd
>>> s = pd.Series(pd.d"
train,pandas-dev__pandas-3999,"Dropna=False is ignored for MultiIndex stack.
```

>>> df = pd.DataFrame({'A': ['a1', 'a2'], 'B': ['"
train,pandas-dev__pandas-4002,"TST: test_yahoo/test_options is failing (return no data)
#3822 `test_options` is failing

cc @glipta"
train,pandas-dev__pandas-4007,"Handling of nested JSON records
```
Is there a simple way of grabbing nested keys when constructing "
train,pandas-dev__pandas-4015,"df.groupby() does not allow to use name of index at level 0 when not using a MultiIndex
``` python
I"
train,pandas-dev__pandas-4018,"Odd behavior from df.iloc
I encountered some strange behavior from df.iloc today (today's master). H"
train,pandas-dev__pandas-4031,"The layout of dataframe histograms should be customizable
Right now, the layout of the subplots for "
train,pandas-dev__pandas-4039,"Weird MultiIndex bug
Bug: Assigning levels/labels to a multiindex (or really any fields in Index) sh"
train,pandas-dev__pandas-4043," Some items were not contained in blocks AssertionError
The code below causes the DataFrame internal"
train,pandas-dev__pandas-4048,"TST: test_yahoo/test_options is failing (return no data)
#3822 `test_options` is failing

cc @glipta"
train,pandas-dev__pandas-4054,"TST: test_yahoo/test_options is failing (return no data)
#3822 `test_options` is failing

cc @glipta"
train,pandas-dev__pandas-4063,"tox invocation is broken for python >= 3.2
invocation error due to pickle import. this happens after"
train,pandas-dev__pandas-4073,"BUG: AssertionError using mask on a dataframe with shape (1, n)
Using a DataFrame of bools to mask s"
train,pandas-dev__pandas-4091,"DataFrame.hist does not honor sharex or sharey set to True
[Here is an example](http://nbviewer.ipyt"
train,pandas-dev__pandas-4092,"CLN: Refactor string special methods to common decorator + safe unicode everywhere
I was implementin"
train,pandas-dev__pandas-4099,"BUG: tz in index not working in HDFStore with table
```
In [1]: df = DataFrame(dict(A = Series(xrang"
train,pandas-dev__pandas-4100,"stochastic bug in saving dataframes with ""int16"" or ""int32"" columns to HDF5 file
There seems to be a"
train,pandas-dev__pandas-4104,"BLD: incorrect scipy version for kde plot
https://travis-ci.org/cpcloud/pandas/jobs/8931271

"
train,pandas-dev__pandas-4106,"Option for crosstab/pivot_table to include empty columns
I don't think you can do this easily atm. _"
train,pandas-dev__pandas-4108,"more descriptive error message when assigning dataframe with different index shape to column
http://"
train,pandas-dev__pandas-4113,"BUG: double figure when passing by to Series.hist

"
train,pandas-dev__pandas-4117,"BUG: DataFrame.replace is broken in 0.12-dev
the `DataFrame.replace` seems to be broken in 0.12 deve"
train,pandas-dev__pandas-4120,"convert_object not converting to NaN
docstring seem to suggest that this ought to convert to NaN:

`"
train,pandas-dev__pandas-4123,"windows build test failures
getting test failures on the windows builds. this is from py27 64-bit:

"
train,pandas-dev__pandas-4139,"Excel parser cannot change *keep_default_na* value
The parse method in the ExcelFile class does not "
train,pandas-dev__pandas-4141,"BLD: travis seems to have not installed dateutil on py3.3
Just to note that this build failed, which"
train,pandas-dev__pandas-4148,"DataFrame MultiIndex column access (and pop)
Suppose I want to acces a column in df2 (perhaps there "
train,pandas-dev__pandas-4153,"BLD: are correct versions of numpy being installed / statsmodel install (wheel issue?)
numpy 1.6.1 s"
train,pandas-dev__pandas-4154,"Excel parser cannot change *keep_default_na* value
The parse method in the ExcelFile class does not "
train,pandas-dev__pandas-4162,"ENH: eval function
Provide a top-level `eval` function, something like:

`pd.eval(function_or_string"
train,pandas-dev__pandas-4164,"Adding lambda support inside of __getitem__ for DataFrame, Series, .. etc.
To avoid the verbose synt"
train,pandas-dev__pandas-4166,"to_datetime parsing bug when using format
``` python
import datetime as dt
import pandas as pd
val ="
train,pandas-dev__pandas-4176,"last failing Yahoo test
https://travis-ci.org/pydata/pandas/jobs/8889101

the test errors because tw"
train,pandas-dev__pandas-4184,"more yahoo test errors
i love a good game of whack-a-mole.

https://travis-ci.org/pydata/pandas/jobs"
train,pandas-dev__pandas-4190,"ENH: Series from MultiIndex causes segfault
```
In [3]: m = pd.MultiIndex.from_arrays([[1,2], [3,4]]"
train,pandas-dev__pandas-4195,"BUG: Boolean indexed assignment
Take the simple example below:

```
s = pd.Series([1.0, 2.0], dtype="
train,pandas-dev__pandas-4206,"API: Should this raise an error or a warning in HDFStore?
Currently in 0.12.

```
In [3]: DataFrame("
train,pandas-dev__pandas-4217,"DOC: figures not sharp but little bit blurry
I noticed in the docs that the figures (in eg http://pa"
train,pandas-dev__pandas-4220,"API: pandas.read_table should handle Inf the same way as inf
entries with ""Inf"" (beginning with uppe"
train,pandas-dev__pandas-4228,"sparc test_read_dta10: KeyError: 0   self.dtyplist = [self.DTYPE_MAP[typ] for typ in typlist]
```
=="
train,pandas-dev__pandas-4231,"test_invalid_colormap: ValueError not raised
```
==================================================="
train,pandas-dev__pandas-4232,"read_html failing in many tests:  AssertionError: No tables found
typical error with 

```
========="
train,pandas-dev__pandas-4233,"API: DateTimeIndex slicing removes name label
Shouldn't it carry all possible properties instead?

S"
train,pandas-dev__pandas-4240,"BLD: all builds failing to build pandas on travis - something change?
https://travis-ci.org/pydata/p"
train,pandas-dev__pandas-4247,"API: non-unique indexing on Series
The following currently are exceptions in master(the correspondin"
train,pandas-dev__pandas-4250,"1e69dad import failure
(master)[maye@luna4 ~/src/pandas]$ git log -1
commit 1e69dade1309b494e43f26f9"
train,pandas-dev__pandas-4257,"read_html failing in many tests:  AssertionError: No tables found
typical error with 

```
========="
train,pandas-dev__pandas-4258,"ENH: Dataframe should have a .isin() method
Any reason not to give `DataFrame` a `.isin()` method li"
train,pandas-dev__pandas-4262,"Print skipped tests at the end of travis runs
Would be nice to know what is being skipped

"
train,pandas-dev__pandas-4267,"test_bs4_version_fails: ImportError: html5lib not found please install it
```
======================"
train,pandas-dev__pandas-4269,"python3 test_value_counts_nunique  : TypeError: unhashable type: 'NaTType'
on sparc   4c2d050

```
="
train,pandas-dev__pandas-4270,"put scikits.timeseries wheel back
occasional timeout is starting to get annoying

https://travis-ci."
train,pandas-dev__pandas-4276,"python3.2: test_html  ImportError: html5lib not found please install it
Now (d070a1f) that #4265 fix"
train,pandas-dev__pandas-4278,"Remove html5lib from one of the FULL_DEPS builds
To make sure that its tests are being skipped corre"
train,pandas-dev__pandas-4283,"MemoryError when using .loc or .ix
<pre>
from pandas import *
df = read_csv(open('mydata.csv.gz', 'r"
